time,voltage,current
438461,1.10,24.39
438984,1.10,24.39
439508,1.08,24.39
440032,1.07,24.39
440555,1.10,24.39
441078,1.10,24.39
441603,1.11,24.39
442126,1.10,24.39
442649,1.10,24.39
443172,1.10,24.38
443696,1.09,24.39
444219,1.11,24.39
444743,1.10,24.39
445266,1.11,24.39
445790,1.08,24.39
446313,1.10,24.39
446836,1.09,24.39
447363,1.11,24.38
447887,1.08,24.39
448410,1.08,24.39
448933,1.09,24.39
449458,1.08,24.39
449981,1.09,24.39
450504,1.09,24.39
451027,1.06,24.39
451552,1.08,24.39
452077,1.08,24.39
452600,1.09,24.39
453125,1.09,24.39
453648,1.09,24.39
454171,1.10,24.39
454694,1.10,24.39
455218,1.08,24.39
455741,1.09,24.39
456264,1.08,24.39
456787,1.10,24.39
457312,1.10,24.39
457835,1.09,24.39
458358,1.08,24.38
458882,1.09,24.38
459405,1.11,24.39
459928,1.10,24.38
460451,1.09,24.38
460975,1.10,24.38
461499,1.12,24.39
462025,1.11,24.38
462550,1.08,24.38
463073,1.07,24.39
463596,1.09,24.38
464119,1.08,24.38
464643,1.09,24.38
465166,1.08,24.39
465689,1.09,24.39
466215,1.08,24.39
466739,1.08,24.39
467262,1.08,24.39
467785,1.08,24.39
468310,1.09,24.39
468833,1.08,24.39
469356,1.08,24.39
469880,1.09,24.38
470404,1.08,24.39
470927,1.10,24.39
471450,1.10,24.39
471973,1.10,24.39
472498,1.09,24.38
473021,1.10,24.39
473544,1.10,24.38
474067,1.10,24.38
474591,1.10,24.38
475114,1.11,24.38
475638,1.11,24.38
476164,1.11,24.38
476687,1.12,24.38
477210,1.13,24.38
477734,1.09,24.38
478258,1.09,24.38
478781,1.09,24.38
479304,1.08,24.38
479828,1.09,24.38
480354,1.11,24.38
480877,1.10,24.38
481400,1.08,24.39
481925,1.09,24.39
482448,1.08,24.38
482971,1.07,24.38
483494,1.09,24.39
484018,1.07,24.39
484541,1.07,24.39
485064,1.08,24.39
485587,1.07,24.39
486112,1.06,24.39
486635,1.07,24.38
487158,1.06,24.38
487682,1.08,24.38
488205,1.08,24.38
488728,1.09,24.38
489251,1.09,24.38
489776,1.09,24.38
490299,1.10,24.38
490825,1.10,24.38
491350,1.09,24.38
491873,1.11,24.38
492396,1.09,24.38
492919,1.11,24.38
493443,1.12,24.38
493966,1.11,24.38
494492,1.11,24.38
495015,1.11,24.38
495539,1.11,24.38
496062,1.11,24.38
496585,1.09,24.38
497108,1.09,24.38
497632,1.10,24.38
498155,1.09,24.38
498678,1.08,24.38
499203,1.09,24.38
499726,1.08,24.38
500249,1.07,24.38
500772,1.08,24.38
501296,1.09,24.38
501819,1.09,24.38
502342,1.08,24.38
502865,1.08,24.38
503389,1.07,24.38
503912,1.09,24.38
504435,1.07,24.38
504962,1.09,24.38
505486,1.09,24.38
506009,1.10,24.38
506532,1.11,24.38
507056,1.09,24.38
507579,1.08,24.38
508102,1.07,24.38
508628,1.10,24.38
509153,1.08,24.38
509676,1.11,24.38
510200,1.09,24.38
510724,1.10,24.38
511247,1.10,24.38
511771,1.12,24.38
512294,1.12,24.38
512818,1.10,24.38
513341,1.08,24.38
513864,1.08,24.38
514387,1.04,24.38
514912,1.12,24.38
515435,1.09,24.38
515958,1.08,24.38
516482,1.09,24.38
517005,1.07,24.38
517528,1.10,24.38
518052,1.08,24.38
518576,1.08,24.38
519099,1.05,24.39
519625,1.10,24.38
520152,1.06,24.38
520676,1.05,24.38
521199,1.08,24.38
521722,1.08,24.38
522246,1.08,24.38
522771,1.07,24.38
523294,1.10,24.38
523817,1.09,24.38
524340,1.06,24.38
524863,1.09,24.38
525386,1.09,24.38
525910,1.10,24.37
526433,1.11,24.38
526956,1.10,24.38
527479,1.11,24.37
528002,1.11,24.38
528525,1.08,24.38
529048,1.09,24.38
529571,1.11,24.37
530095,1.08,24.38
530617,1.11,24.37
531140,1.08,24.38
531663,1.06,24.38
532187,1.13,24.37
532710,1.08,24.38
533232,1.19,24.37
533758,1.12,24.37
534282,1.12,24.37
534805,1.10,24.37
535328,1.07,24.38
535852,1.08,24.38
536375,1.08,24.38
536909,1.09,24.38
537433,1.08,24.38
537955,1.09,24.38
538478,1.08,24.38
539001,1.10,24.38
539525,1.10,24.38
540048,1.10,24.38
540571,1.09,24.38
541094,1.08,24.37
541618,1.08,24.37
542141,1.08,24.37
542664,1.08,24.37
543187,1.09,24.37
543711,1.09,24.37
544234,1.09,24.37
544756,1.09,24.37
545281,1.10,24.37
545803,1.11,24.37
546326,1.11,24.37
546849,1.09,24.37
547373,1.09,24.37
547900,1.11,24.37
548425,1.10,24.37
548950,1.10,24.37
549473,1.10,24.37
549995,1.10,24.38
550518,1.06,24.37
551045,1.09,24.37
551568,1.08,24.37
552091,1.09,24.37
552615,1.07,24.38
553139,1.08,24.38
553663,1.07,24.37
554186,1.09,24.37
554710,1.08,24.37
555233,1.09,24.37
555757,1.08,24.37
556280,1.09,24.37
556804,1.09,24.37
557327,1.09,24.37
557850,1.09,24.37
558374,1.10,24.37
558898,1.10,24.37
559421,1.09,24.37
559944,1.09,24.37
560467,1.09,24.37
560992,1.10,24.37
561515,1.11,24.37
562041,1.11,24.37
562566,1.09,24.37
563089,1.09,24.37
563612,1.09,24.37
564135,1.08,24.37
564659,1.09,24.37
565180,1.12,24.37
565703,1.10,24.37
566226,1.10,24.37
566750,1.10,24.37
567273,1.10,24.37
567796,1.08,24.37
568320,1.07,24.37
568843,1.07,24.37
569366,1.07,24.37
569889,1.07,24.37
570413,1.07,24.37
570936,1.08,24.37
571459,1.07,24.37
571982,1.08,24.37
572506,1.08,24.37
573029,1.06,24.37
573552,1.06,24.37
574075,1.07,24.37
574599,1.08,24.37
575122,1.08,24.37
575645,1.09,24.37
576168,1.11,24.37
576694,1.10,24.37
577218,1.11,24.37
577741,1.11,24.37
578265,1.11,24.37
578791,1.11,24.37
579315,1.10,24.37
579840,1.11,24.37
580364,1.10,24.37
580887,1.08,24.37
581410,1.07,24.37
581934,1.08,24.36
582458,1.09,24.37
582981,1.10,24.37
583504,1.11,24.37
584028,1.09,24.37
584551,1.11,24.37
585074,1.08,24.37
585597,1.11,24.37
586122,1.08,24.37
586645,1.09,24.37
587168,1.07,24.37
587692,1.08,24.37
588215,1.08,24.37
588738,1.09,24.37
589262,1.07,24.37
589786,1.06,24.37
590309,1.08,24.37
590832,1.09,24.37
591358,1.10,24.37
591883,1.09,24.37
592406,1.09,24.37
592932,1.08,24.36
593456,1.10,24.37
593979,1.10,24.37
594502,1.09,24.37
595026,1.10,24.36
595550,1.09,24.36
596073,1.11,24.36
596597,1.09,24.37
597121,1.11,24.37
597644,1.09,24.36
598167,1.09,24.37
598690,1.10,24.36
599214,1.10,24.37
599737,1.22,24.35
600261,1.10,24.37
600784,1.09,24.37
601308,1.10,24.37
601831,1.09,24.37
602354,1.08,24.37
602877,1.08,24.37
603402,1.08,24.37
603925,1.06,24.37
604448,1.06,24.37
604972,1.06,24.37
605498,1.07,24.37
606022,1.10,24.36
606545,1.07,24.36
607072,1.07,24.36
607595,1.10,24.37
608118,1.09,24.37
608642,1.07,24.37
609166,1.08,24.36
609689,1.10,24.36
610212,1.08,24.37
610736,1.08,24.36
611259,1.11,24.36
611782,1.11,24.36
612305,1.10,24.36
612829,1.10,24.36
613353,1.11,24.36
613876,1.11,24.36
614400,1.08,24.37
614923,1.06,24.36
615446,1.10,24.36
615969,1.10,24.36
616493,1.13,24.36
617016,1.09,24.36
617540,1.07,24.36
618063,1.08,24.36
618587,1.09,24.36
619110,1.11,24.36
619633,1.07,24.37
620161,1.10,24.37
620685,1.07,24.36
621211,1.06,24.37
621734,1.06,24.36
622258,1.08,24.37
622781,1.08,24.36
623305,1.09,24.36
623828,1.07,24.36
624352,1.08,24.36
624875,1.08,24.36
625398,1.08,24.36
625922,1.06,24.36
626446,1.09,24.36
626969,1.08,24.36
627492,1.10,24.36
628016,1.05,24.36
628539,1.07,24.36
629062,1.10,24.36
629586,1.11,24.36
630110,1.10,24.36
630633,1.10,24.36
631156,1.15,24.36
631680,1.08,24.36
632203,1.08,24.36
632727,1.13,24.35
633250,1.06,24.37
633774,1.07,24.37
634300,1.11,24.36
634824,1.10,24.36
635351,1.12,24.36
635873,1.10,24.36
636396,1.10,24.36
636919,1.12,24.36
637443,1.09,24.36
637966,1.09,24.36
638488,1.09,24.36
639011,1.09,24.36
639535,1.04,24.37
640058,1.07,24.36
640581,1.06,24.36
641104,1.07,24.36
641627,1.07,24.37
642150,1.07,24.36
642673,1.07,24.36
643196,1.06,24.36
643720,1.05,24.37
644243,1.08,24.36
644766,1.02,24.37
645288,1.07,24.36
645812,1.09,24.36
646335,1.10,24.36
646858,1.08,24.36
647382,1.07,24.36
647904,1.08,24.36
648427,1.09,24.36
648954,1.04,24.36
649481,1.09,24.36
650004,1.10,24.35
650527,1.08,24.35
651049,1.09,24.35
651573,1.12,24.35
652096,1.12,24.35
652619,1.13,24.35
653143,1.10,24.36
653666,1.10,24.35
654189,1.11,24.35
654712,1.09,24.36
655236,1.09,24.36
655760,1.09,24.36
656283,1.11,24.36
656806,1.11,24.36
657330,1.10,24.36
657853,1.09,24.35
658376,1.09,24.35
658899,1.09,24.35
659423,1.08,24.36
659946,1.14,24.36
660469,1.03,24.36
660993,1.03,24.36
661517,1.10,24.36
662040,1.08,24.36
662563,1.06,24.36
663087,1.07,24.36
663618,1.05,24.36
664141,1.06,24.36
664665,1.07,24.36
665188,1.08,24.36
