time,voltage,current
91702,1.04,20.18
92225,2.85,19.20
92752,4.05,18.71
93277,3.63,18.92
93800,1.06,20.07
94326,1.03,20.14
94850,1.03,20.16
95373,1.00,20.17
95896,1.03,20.18
96420,1.00,20.18
96944,1.02,20.18
97467,1.02,20.18
97990,1.01,20.19
98514,1.01,20.17
99038,0.98,20.17
99561,0.99,20.17
100084,0.99,20.17
100608,1.00,20.17
101132,0.98,20.17
101655,1.00,20.16
102178,0.98,20.17
102703,1.00,20.15
103226,0.98,20.17
103749,1.00,20.16
104273,0.98,20.16
104797,1.01,20.16
105320,0.98,20.16
105843,1.00,20.15
106368,1.01,20.16
106895,1.02,20.16
107419,1.02,20.17
107942,1.02,20.15
108469,0.98,20.15
108992,1.01,20.15
109515,1.00,20.16
110040,1.05,20.14
110563,0.99,20.16
111086,1.01,20.14
111609,0.99,20.15
112133,1.02,20.15
112657,1.02,20.16
113180,1.01,20.15
113703,1.00,20.15
114227,1.03,20.16
114750,0.99,20.13
115273,1.02,20.16
115796,0.99,20.13
116321,1.05,20.14
116844,0.98,20.14
117367,1.07,20.13
117891,0.97,20.14
118414,1.02,20.13
118938,1.01,20.14
119461,1.02,20.13
119985,1.01,20.13
120508,1.00,20.13
121031,1.03,20.15
121561,1.06,20.10
122085,0.98,20.13
122611,1.02,20.13
123134,1.01,20.13
123658,1.01,20.12
124181,0.99,20.12
124704,1.00,20.11
125228,1.00,20.13
125751,1.02,20.12
126275,1.02,20.12
126798,1.02,20.12
127322,1.01,20.13
127845,1.02,20.12
128368,1.01,20.12
128891,1.02,20.11
129416,0.98,20.11
129939,1.01,20.10
130462,1.00,20.12
130985,1.02,20.11
131509,1.02,20.12
132032,1.02,20.12
132556,1.00,20.12
133080,1.01,20.12
133603,1.00,20.12
134126,1.02,20.12
134649,1.00,20.12
135173,1.03,20.12
135701,1.00,20.12
136224,1.01,20.11
136751,0.98,20.11
137275,1.02,20.10
137798,1.00,20.11
138321,1.03,20.10
138845,1.00,20.11
139369,1.01,20.10
139892,0.99,20.11
140416,1.03,20.10
140940,1.00,20.11
141463,1.04,20.11
141986,1.01,20.11
142510,1.00,20.09
143034,1.01,20.10
143557,1.03,20.10
144080,1.00,20.10
144605,1.01,20.09
145130,1.01,20.10
145653,1.04,20.10
146176,1.01,20.10
146700,1.05,20.09
147223,1.02,20.10
147746,1.01,20.09
148270,1.01,20.10
148793,1.04,20.09
149316,1.00,20.09
149839,1.02,20.09
150368,1.02,20.10
150896,1.03,20.08
151420,1.01,20.09
151944,1.04,20.09
152467,0.97,20.09
152990,1.03,20.08
153513,1.00,20.09
154037,1.02,20.08
154560,0.99,20.10
155084,1.01,20.08
155608,1.02,20.09
156131,0.99,20.08
156654,1.00,20.09
157177,1.01,20.07
157701,1.00,20.08
158224,1.02,20.07
158747,1.01,20.08
159270,1.01,20.07
159794,1.00,20.08
160317,1.03,20.08
160840,0.98,20.07
161363,1.03,20.07
161887,0.99,20.07
162410,1.01,20.07
162933,1.01,20.08
163457,1.03,20.07
163980,0.98,20.07
164507,1.03,20.07
165035,0.97,20.07
165558,1.03,20.07
166081,1.00,20.07
166604,1.01,20.06
167128,0.99,20.08
167651,1.00,20.06
168174,0.97,20.06
168697,1.00,20.07
169222,1.03,20.06
169745,1.01,20.06
170268,1.04,20.07
170791,1.02,20.06
171315,1.02,20.05
171838,1.04,20.06
172361,1.00,20.05
172884,1.02,20.06
173408,1.03,20.06
173931,1.01,20.05
174455,1.01,20.05
174979,1.02,20.06
175502,1.04,20.06
176025,1.00,20.05
176548,0.98,20.04
177072,1.01,20.05
177595,1.05,20.05
178118,1.01,20.05
178641,0.98,20.04
179173,1.00,20.05
179696,1.05,20.05
180219,1.03,20.04
180743,1.04,20.03
181266,0.97,20.04
181789,0.98,20.04
182312,0.99,20.05
182836,1.02,20.03
183359,0.97,20.06
183882,0.99,20.04
184406,1.01,20.04
184929,1.03,20.04
185452,1.00,20.05
185975,1.02,20.03
186499,0.99,20.04
187022,1.00,20.03
187545,0.96,20.03
188069,1.01,20.03
188593,1.01,20.04
189115,1.04,20.03
189638,1.00,20.02
190162,0.98,20.01
190686,1.02,20.04
191208,1.04,20.02
191732,1.00,20.02
192256,0.99,20.02
192779,1.04,20.03
193307,1.00,20.03
193831,1.01,20.01
194355,0.93,20.03
194878,1.03,20.01
195401,1.05,20.02
195924,1.04,20.02
196449,0.99,20.01
196972,0.98,20.00
197495,1.04,20.03
198019,1.01,20.01
198542,0.99,20.00
199066,0.99,20.00
199589,1.00,20.00
200113,0.99,20.01
200636,1.03,20.01
201159,1.05,20.00
201683,1.07,20.00
202207,1.02,20.01
202730,1.05,20.00
203253,1.02,20.01
203777,1.02,20.00
204301,0.99,20.01
204824,1.01,20.00
205347,0.98,19.99
205871,0.99,19.99
206394,0.99,20.00
206918,1.02,19.99
207446,1.01,20.00
207973,1.04,19.99
208497,1.00,19.99
209020,1.02,19.99
209544,0.97,19.99
210067,1.00,19.99
210591,0.99,19.99
211115,1.01,19.98
211638,1.01,19.99
212161,1.02,19.99
212684,1.02,19.99
213208,1.03,19.99
213731,1.02,19.99
214255,1.04,19.99
214778,1.01,19.98
215303,1.01,19.98
215826,1.02,19.98
216349,1.04,19.98
216872,1.02,19.99
217396,1.00,19.97
217920,1.02,19.97
218443,1.00,19.97
218967,1.02,19.96
219491,1.01,19.97
220014,1.03,19.96
220537,1.00,19.97
221061,1.00,19.96
221587,1.00,19.97
222115,0.99,19.95
222639,1.02,19.96
223162,1.02,19.96
223685,1.02,19.95
224208,1.02,19.96
224733,0.99,19.95
225256,0.99,19.96
225779,1.00,19.96
226302,1.01,19.95
226826,1.02,19.97
227349,0.97,19.95
227873,1.02,19.96
228397,0.89,19.96
228920,1.03,19.95
229443,1.00,19.95
229966,1.03,19.94
230490,1.01,19.95
231014,1.03,19.95
231537,0.97,19.94
232060,1.04,19.94
232584,1.00,19.92
233107,1.05,19.95
233630,0.98,19.93
234155,1.03,19.94
234678,0.99,19.94
235201,1.02,19.94
235728,1.00,19.93
236252,1.00,19.94
236780,1.02,19.94
237304,0.94,19.93
237828,1.03,19.93
238351,0.98,19.93
238875,1.05,19.94
239398,0.98,19.92
239922,1.05,19.93
240445,0.97,19.95
240969,0.98,19.92
241492,0.93,19.93
242016,1.01,19.93
242539,1.02,19.93
243063,1.02,19.92
243587,0.99,19.92
244110,1.02,19.93
244633,0.97,19.91
245157,0.99,19.92
245681,1.03,19.91
246204,1.02,19.93
246728,0.99,19.90
247251,1.00,19.92
247775,1.01,19.91
248298,0.98,19.91
248822,1.02,19.91
249346,0.99,19.91
249872,0.99,19.90
250395,1.04,19.91
250923,1.01,19.91
251446,1.01,19.92
251969,1.00,19.91
252493,1.01,19.90
253017,1.03,19.91
253540,1.00,19.90
254063,1.00,19.90
254586,1.02,19.89
255110,1.00,19.90
255634,1.04,19.90
256157,1.00,19.90
256680,1.02,19.89
257204,1.00,19.90
257727,1.02,19.89
258250,0.93,19.91
258775,1.02,19.89
259298,0.98,19.88
259821,1.02,19.89
260344,1.00,19.89
260868,1.00,19.89
261391,1.02,19.88
261915,1.03,19.90
262438,1.00,19.87
262962,1.02,19.89
263485,1.02,19.87
264012,1.02,19.89
264536,1.00,19.87
265059,1.01,19.89
265587,1.02,19.87
266112,1.01,19.88
266636,1.04,19.87
267158,0.97,19.87
267681,1.01,19.87
268206,1.04,19.88
268729,1.02,19.87
269252,0.98,19.86
269775,1.00,19.87
270299,1.05,19.87
270822,1.00,19.87
271345,0.99,19.86
271868,1.01,19.87
272392,1.04,19.86
272915,0.99,19.88
273438,0.99,19.87
273961,0.96,19.88
274485,1.01,19.87
275009,1.04,19.88
275531,1.01,19.87
276056,1.02,19.87
276579,0.99,19.86
277102,0.99,19.85
277625,1.00,19.87
278152,1.02,19.86
278674,1.03,19.88
279197,1.04,19.87
279725,1.03,19.86
280248,1.00,19.86
280772,0.94,19.86
281295,0.97,19.85
281819,0.94,19.87
282342,0.96,19.85
282865,0.98,19.84
283388,0.96,19.86
283912,0.97,19.84
284436,1.00,19.84
284959,1.00,19.84
285483,0.94,19.85
286006,0.98,19.84
286529,0.93,19.84
287052,0.98,19.84
287576,0.98,19.84
288100,0.96,19.84
288623,1.01,19.84
289146,1.00,19.84
289670,1.01,19.84
290193,1.01,19.84
290716,1.02,19.85
291239,0.97,19.85
291764,0.96,19.83
292290,1.05,19.85
292813,1.00,19.83
293337,1.00,19.83
293860,1.00,19.84
294386,1.03,19.84
294910,1.00,19.84
295434,1.02,19.83
295957,0.93,19.84
296480,1.04,19.81
297004,0.95,19.83
297527,1.01,19.82
298050,0.97,19.82
298573,0.99,19.82
299097,1.00,19.82
299620,1.02,19.83
300143,1.04,19.82
300665,1.01,19.83
301190,0.99,19.81
301712,0.99,19.83
302235,1.04,19.82
302758,1.00,19.83
303282,0.99,19.81
303805,0.99,19.82
304328,1.04,19.82
304851,1.00,19.83
305375,1.01,19.82
305898,1.00,19.81
306424,1.00,19.81
306949,1.01,19.81
307472,1.02,19.82
307996,1.02,19.81
308520,0.97,19.81
309049,1.02,19.81
309573,1.00,19.82
310096,1.03,19.81
310620,1.00,19.81
311143,0.99,19.80
311667,1.01,19.81
312190,1.01,19.81
312714,1.03,19.81
313237,1.01,19.81
313761,1.00,19.79
315796,1.01,19.81
316320,1.02,19.84
316844,1.02,19.84
317367,1.01,19.83
317890,1.00,19.83
318414,0.99,19.82
318938,0.99,19.83
319461,1.02,19.82
319984,1.00,19.83
320507,1.03,19.83
321032,1.03,19.83
321555,1.02,19.82
322081,1.01,19.82
322605,1.01,19.82
323128,0.98,19.82
323652,0.99,19.82
324175,1.02,19.82
324703,1.00,19.82
325227,1.02,19.82
325751,1.01,19.83
326275,1.04,19.82
326799,1.00,19.82
327323,1.02,19.82
327846,1.00,19.82
328370,0.99,19.81
328893,0.99,19.81
329416,1.01,19.82
329939,1.02,19.81
330463,1.00,19.81
330986,1.02,19.81
331510,1.01,19.82
332034,1.04,19.81
332557,1.02,19.82
333080,1.02,19.81
333603,1.00,19.80
334127,1.01,19.80
334650,1.00,19.80
335173,1.01,19.81
335696,1.01,19.80
336223,1.01,19.80
336746,1.02,19.80
337270,1.00,19.80
337794,1.02,19.79
338318,0.99,19.79
338841,1.01,19.79
339369,0.99,19.78
339893,1.00,19.78
340417,1.00,19.79
340940,1.02,19.78
341464,1.01,19.79
341987,1.01,19.79
342510,1.01,19.78
343033,1.00,19.78
343557,1.03,19.78
344080,0.99,19.79
344604,1.00,19.78
345127,1.02,19.79
345651,1.01,19.77
346174,1.00,19.77
346698,1.04,19.78
347222,1.01,19.77
347745,1.00,19.77
348268,1.06,19.77
348791,0.97,19.79
349316,1.01,19.77
349839,1.01,19.80
350365,1.01,19.78
350900,0.93,19.79
351423,1.01,19.78
351946,1.08,19.79
352470,1.05,19.77
352994,1.02,19.77
353519,0.94,19.78
354042,1.05,19.78
354566,1.01,19.77
355090,0.95,19.76
355613,1.01,19.74
356136,1.03,19.74
356661,0.99,19.75
357184,0.96,19.75
357707,1.03,19.75
358231,1.00,19.76
358755,1.02,19.75
359280,0.99,19.75
359803,1.00,19.75
360326,1.00,19.76
360850,1.01,19.76
361373,1.01,19.75
361896,1.00,19.76
362419,0.96,19.77
362943,1.03,19.76
363466,1.02,19.74
363990,0.98,19.76
364510,1.04,19.75
365034,0.99,19.74
365557,1.03,19.75
366081,1.00,19.75
366604,1.01,19.75
367127,1.04,19.74
367650,0.99,19.75
368177,1.04,19.75
368702,1.00,19.74
369227,1.01,19.74
369752,1.04,19.75
370275,1.01,19.74
370798,1.00,19.74
371321,1.00,19.74
371845,1.04,19.74
372369,1.01,19.75
372891,0.98,19.73
373415,1.00,19.74
373939,1.02,19.74
374462,1.01,19.74
374985,1.01,19.74
375508,0.99,19.73
376032,1.01,19.73
376555,1.01,19.73
377078,1.02,19.74
377602,1.01,19.73
378128,0.98,19.73
378651,1.01,19.73
379174,0.99,19.73
379698,1.03,19.74
380222,1.00,19.73
380746,1.00,19.73
381270,1.00,19.73
381793,1.00,19.73
382316,1.04,19.74
382843,1.00,19.73
383368,0.99,19.72
383891,0.99,19.73
384414,1.02,19.73
384937,0.97,19.72
385461,1.02,19.73
385984,1.03,19.73
386508,1.01,19.72
387032,0.99,19.71
387555,1.00,19.72
388078,1.03,19.72
388601,1.00,19.73
389125,1.01,19.72
389648,1.00,19.72
390171,1.01,19.71
390694,0.98,19.71
391218,1.00,19.71
391741,1.01,19.72
392267,0.98,19.71
392791,1.02,19.71
393314,0.98,19.72
393837,1.05,19.71
394360,0.99,19.72
394884,1.01,19.71
395407,1.03,19.71
395930,1.01,19.71
396453,1.00,19.72
396980,0.95,19.71
397503,1.06,19.71
398026,0.97,19.72
398550,0.99,19.71
399074,0.97,19.72
399597,0.98,19.73
400120,1.00,19.70
400644,0.97,19.70
401167,1.04,19.72
401690,0.97,19.71
402213,1.03,19.70
402737,1.04,19.72
403260,1.02,19.71
403783,0.98,19.70
404306,0.97,19.73
404831,1.01,19.71
405354,0.98,19.70
405877,1.05,19.71
406404,1.00,19.71
406927,1.01,19.70
407450,1.00,19.71
407973,1.01,19.70
408497,1.02,19.70
409020,0.97,19.70
409543,1.02,19.71
410066,1.00,19.70
410590,1.01,19.69
411113,1.04,19.71
411639,1.01,19.70
412164,0.94,19.70
412687,1.02,19.70
413210,1.01,19.71
413732,1.04,19.71
414256,1.05,19.69
414780,0.96,19.70
415303,1.02,19.70
415826,0.99,19.71
416350,0.99,19.69
416873,0.93,19.71
417396,1.04,19.70
417920,1.01,19.69
418443,0.98,19.69
418967,1.04,19.69
419490,1.02,19.70
420014,0.97,19.69
420540,0.96,19.69
421063,0.98,19.69
421586,0.98,19.70
422111,1.02,19.69
422634,1.04,19.71
423157,1.06,19.70
423682,1.00,19.70
424205,0.98,19.69
424728,0.98,19.68
425251,0.97,19.70
425775,1.03,19.70
426303,1.04,19.70
426827,0.98,19.70
427353,1.01,19.69
427877,1.00,19.69
428400,0.96,19.69
428923,0.98,19.68
429447,1.00,19.68
429970,1.03,19.69
430493,0.98,19.69
431016,1.03,19.68
431540,0.98,19.69
432063,0.97,19.68
432586,0.99,19.69
433110,1.05,19.69
433634,1.00,19.68
434157,1.00,19.69
434683,1.04,19.69
435207,1.01,19.69
435730,1.04,19.68
436253,1.00,19.69
436777,0.99,19.67
437301,0.97,19.68
437825,1.04,19.69
438348,1.01,19.68
438872,1.01,19.68
439396,1.02,19.68
439920,0.97,19.67
440448,1.03,19.68
440972,0.99,19.68
441495,1.01,19.67
442019,1.04,19.67
442542,1.02,19.68
443065,1.04,19.67
443589,1.00,19.67
444112,1.02,19.66
444636,0.98,19.67
445159,0.99,19.66
445682,0.96,19.67
446205,0.98,19.67
446729,0.99,19.67
447252,1.00,19.67
447775,1.03,19.67
448299,0.98,19.68
448825,1.00,19.68
449349,0.99,19.69
449873,1.03,19.66
450397,1.00,19.67
450921,1.02,19.68
451444,1.06,19.66
451969,1.01,19.67
452492,1.00,19.67
453015,1.01,19.66
453538,1.04,19.69
454062,1.00,19.67
454585,1.00,19.67
455113,1.03,19.66
455638,0.99,19.67
456161,1.00,19.67
456685,0.98,19.65
457207,1.01,19.66
457731,1.02,19.66
458255,1.02,19.66
458778,1.03,19.69
459301,0.99,19.66
459825,0.97,19.65
460348,0.98,19.66
460871,0.99,19.66
461394,1.00,19.68
461918,1.01,19.65
462441,1.05,19.66
462967,1.00,19.66
463491,1.03,19.66
464014,1.03,19.67
464538,1.06,19.67
465061,1.03,19.66
465585,1.01,19.66
466109,1.06,19.65
466632,1.02,19.66
467155,1.01,19.65
467680,1.00,19.65
468204,1.01,19.65
468728,0.99,19.64
469255,1.00,19.65
469780,1.00,19.65
470303,1.02,19.67
470827,1.01,19.65
471350,0.97,19.65
471873,1.01,19.65
472396,1.03,19.65
472920,1.00,19.65
473443,1.01,19.65
473966,1.02,19.65
474489,1.03,19.64
475013,1.00,19.64
475536,1.00,19.64
476059,0.99,19.64
476582,1.02,19.64
477109,1.00,19.64
477632,1.01,19.64
478155,1.04,19.65
478679,0.99,19.65
479202,0.99,19.63
479726,0.98,19.64
480249,1.01,19.64
480773,0.97,19.64
481296,1.01,19.64
481819,1.02,19.64
482343,0.99,19.64
482867,1.02,19.63
483390,1.02,19.65
483919,1.02,19.64
484444,0.98,19.64
484968,1.02,19.64
485492,1.00,19.64
486016,0.98,19.63
486539,1.00,19.63
487062,1.02,19.64
487585,1.02,19.63
488110,1.00,19.64
488632,1.01,19.63
489156,1.00,19.63
489679,1.00,19.63
490203,1.01,19.64
490726,1.01,19.64
491252,1.02,19.63
491776,0.98,19.63
492299,1.01,19.63
492822,1.00,19.64
493345,1.01,19.63
493869,1.01,19.63
494392,1.02,19.63
494916,1.01,19.63
495439,0.97,19.62
495963,1.02,19.63
496486,1.02,19.64
497010,1.01,19.63
497532,0.98,19.62
498061,1.00,19.63
498585,1.03,19.63
499108,1.01,19.63
499632,1.02,19.62
500155,0.91,19.64
500678,0.98,19.61
501202,0.95,19.63
501726,1.00,19.62
502249,1.04,19.61
502772,1.00,19.62
503297,0.94,19.60
503820,1.03,19.64
504343,1.05,19.61
504866,1.00,19.63
505393,0.94,19.62
505916,1.02,19.64
506439,0.92,19.62
506962,1.02,19.61
507486,1.01,19.62
508009,0.97,19.61
508532,1.03,19.61
509056,0.95,19.61
509580,1.01,19.61
510103,1.06,19.62
510626,1.02,19.61
511150,1.00,19.62
511673,1.02,19.62
512196,1.00,19.61
512724,0.95,19.60
513249,1.07,19.61
513772,1.00,19.63
514295,1.05,19.60
514819,0.99,19.60
515342,1.00,19.63
515865,1.00,19.61
516388,1.04,19.62
516913,1.00,19.61
517436,0.95,19.61
517959,1.00,19.61
518482,0.99,19.61
519006,1.01,19.61
519532,1.02,19.62
520055,1.03,19.62
520579,1.01,19.60
521102,0.98,19.60
521625,1.01,19.61
522148,1.02,19.60
522672,0.95,19.60
523195,1.06,19.61
523718,0.96,19.61
524241,1.02,19.60
524765,0.98,19.61
525288,0.97,19.59
525811,1.01,19.61
526334,0.99,19.60
526858,1.01,19.62
527385,1.02,19.60
527909,1.03,19.59
528433,0.97,19.60
528956,1.01,19.60
529480,1.00,19.60
530003,1.03,19.61
530527,1.00,19.63
531050,0.95,19.62
531573,1.03,19.59
532097,1.05,19.60
532620,0.98,19.59
533143,1.02,19.60
533669,1.03,19.60
534193,1.03,19.60
534717,0.97,19.61
535240,1.02,19.59
535763,1.02,19.61
536287,1.02,19.59
536810,1.00,19.60
537333,1.00,19.60
537858,0.98,19.58
538381,1.01,19.60
538904,1.05,19.60
539427,0.95,19.60
539952,1.04,19.60
540475,1.00,19.58
540998,1.04,19.61
541526,0.97,19.59
542050,1.02,19.59
542574,1.01,19.59
543097,1.01,19.59
543621,1.00,19.60
544144,1.00,19.59
544668,1.00,19.60
545191,0.97,19.58
545715,0.92,19.59
546238,1.04,19.59
546762,1.01,19.61
547286,0.97,19.58
547812,1.03,19.58
548335,0.98,19.60
548858,0.98,19.58
549382,1.03,19.59
549906,0.99,19.59
550429,1.01,19.58
550952,0.99,19.62
551476,1.02,19.59
551999,0.96,19.58
552523,1.04,19.59
553047,1.01,19.59
553570,1.01,19.59
554093,1.02,19.57
554616,1.00,19.58
555141,1.05,19.61
555664,1.02,19.61
556191,1.00,19.59
556717,0.97,19.56
557243,0.96,19.60
557767,0.92,19.60
558290,1.04,19.58
558814,1.03,19.59
559337,1.01,19.59
559860,0.99,19.57
560384,0.97,19.57
560907,0.99,19.58
561430,1.06,19.60
561956,1.07,19.59
562480,1.01,19.58
563003,1.02,19.57
563527,0.99,19.58
564050,1.02,19.58
564575,0.99,19.58
565098,0.83,19.61
565621,1.05,19.59
566145,0.99,19.57
566669,0.97,19.56
567192,0.96,19.57
567715,1.03,19.59
568239,1.10,19.57
568763,0.99,19.58
569286,0.96,19.57
569809,0.98,19.57
570337,1.04,19.57
570860,1.05,19.59
571384,1.04,19.58
571908,0.98,19.56
572431,0.97,19.58
572954,1.02,19.57
573478,0.98,19.59
574002,1.03,19.59
574525,1.02,19.58
575048,1.01,19.57
575571,1.00,19.55
576098,1.04,19.58
576621,0.95,19.60
577144,1.00,19.57
577669,1.01,19.58
578192,1.04,19.59
578715,0.99,19.56
579238,0.96,19.59
579762,0.97,19.57
580286,1.01,19.60
580809,1.10,19.55
581332,1.00,19.57
581856,1.02,19.57
582379,0.99,19.55
582903,1.03,19.58
583427,1.02,19.55
583950,0.97,19.55
584473,1.04,19.56
585003,1.03,19.57
585527,0.97,19.55
586050,1.02,19.56
586573,1.05,19.58
587097,1.02,19.56
587620,0.95,19.56
588143,0.99,19.54
588667,1.03,19.56
589191,1.02,19.56
589714,0.99,19.56
590241,1.04,19.57
590765,0.99,19.58
591288,0.96,19.57
591811,0.97,19.55
592335,0.96,19.56
592859,0.99,19.57
593382,1.03,19.57
593905,1.06,19.58
594428,1.01,19.57
594952,1.08,19.57
595476,1.06,19.57
595999,1.01,19.56
596523,1.04,19.57
597046,1.07,19.57
597570,0.95,19.55
598093,1.00,19.55
598617,1.02,19.56
599144,1.02,19.56
599669,0.98,19.55
600193,0.98,19.53
600716,1.04,19.56
601240,0.99,19.55
601763,1.00,19.55
602287,1.03,19.55
602810,0.97,19.55
603334,1.04,19.57
603857,0.98,19.54
604384,1.01,19.56
604907,0.96,19.56
605430,0.98,19.54
605954,1.04,19.56
606478,1.02,19.56
607001,1.01,19.55
607524,1.05,19.56
608048,0.96,19.54
608571,1.01,19.55
609094,1.01,19.56
609618,0.97,19.54
610142,1.01,19.55
610665,1.00,19.56
611188,0.95,19.54
611712,0.99,19.56
612236,1.04,19.56
612759,1.06,19.56
613282,0.99,19.55
613811,1.01,19.54
614336,1.05,19.56
614859,1.00,19.55
615383,0.96,19.55
615906,1.05,19.56
616430,1.00,19.56
616953,0.97,19.54
617477,1.02,19.55
618000,1.03,19.56
618527,0.93,19.57
619049,1.05,19.55
619573,1.00,19.54
620096,0.98,19.54
620619,0.99,19.55
621144,1.03,19.55
621667,1.02,19.52
622190,0.97,19.55
622713,0.99,19.54
623237,1.00,19.57
623760,0.99,19.54
624283,1.01,19.55
624806,1.03,19.55
625330,0.98,19.53
625854,1.02,19.55
626377,0.99,19.54
626900,1.02,19.55
627424,0.99,19.54
627951,1.03,19.54
628474,1.01,19.54
628998,0.97,19.54
629521,0.99,19.56
630044,0.92,19.53
630568,1.05,19.55
631092,1.06,19.55
631615,1.01,19.52
632138,0.90,19.54
632666,1.05,19.54
633189,1.00,19.55
633712,1.00,19.54
634235,0.97,19.52
634760,0.97,19.53
635283,0.96,19.54
635806,1.02,19.53
636329,1.03,19.55
636853,0.98,19.53
637376,1.03,19.54
637899,1.04,19.53
638423,0.99,19.53
638947,1.02,19.54
639470,1.05,19.55
639993,1.02,19.53
640517,1.04,19.54
641040,1.02,19.54
641563,0.98,19.54
642089,1.01,19.53
642614,0.97,19.52
643137,0.99,19.51
643661,0.98,19.53
644185,0.95,19.52
644708,0.92,19.53
645231,1.00,19.51
645754,1.01,19.52
646281,1.01,19.54
646804,1.00,19.53
647327,0.94,19.52
647852,0.96,19.51
648375,0.94,19.52
648898,0.95,19.52
649421,1.02,19.54
649945,1.05,19.53
650469,1.08,19.54
650992,1.06,19.54
651515,1.06,19.54
652039,1.04,19.54
652562,0.97,19.53
653085,1.04,19.53
653609,1.06,19.54
654133,1.04,19.54
654656,1.02,19.52
655179,1.03,19.52
655704,1.07,19.54
656227,1.03,19.53
656754,1.01,19.53
657278,1.03,19.51
657802,1.03,19.54
658325,0.99,19.52
658848,1.01,19.52
659372,0.99,19.53
659895,1.02,19.52
660421,0.99,19.53
660944,1.01,19.52
661468,0.98,19.53
661992,1.03,19.52
662515,0.98,19.53
663038,0.99,19.53
663562,1.03,19.52
664086,1.00,19.52
664609,1.01,19.52
665133,0.98,19.52
665656,1.01,19.52
666179,1.03,19.51
666703,1.03,19.55
